,TSLA,BND,SPY
2025-01-01,429.78098,69.14793850916125,579.3042643792292
2025-01-02,424.149,69.14233231093452,579.759212103898
2025-01-03,419.64197,69.15694736287506,579.5100228582849
2025-01-06,415.37326,69.16871556850025,580.11561577714
2025-01-07,411.27734,69.16371112240604,579.841368420247
2025-01-08,407.30527,69.15222638588196,580.3614851838346
2025-01-09,403.45224,69.15010178936473,580.2569318992552
2025-01-10,399.70996,69.15770160992871,580.5558952853888
2025-01-13,396.06332,69.16322258929856,580.6896631997843
2025-01-14,392.51566,69.16031215513358,580.764573726005
2025-01-15,389.09647,69.15463449750014,581.0829541522234
2025-01-16,385.7918,69.15391452050402,581.0294440363161
2025-01-17,382.59613,69.15784168815784,581.4125444871585
2025-01-20,379.49713,69.16040856689229,581.3567003838656
2025-01-21,376.52267,69.15875733998442,581.6884554315291
2025-01-22,373.65515,69.1559641554736,581.7236607413196
2025-01-23,370.87347,69.15577604108509,581.9414488494106
2025-01-24,368.21933,69.15779356149785,582.0963861288539
2025-01-27,365.6533,69.15897466539586,582.2040585322567
2025-01-28,363.15976,69.15805553662476,582.4474991373229
2025-01-29,360.75018,69.15668826402378,582.495921520551
2025-01-30,358.5015,69.15668009056704,582.766374056099
2025-01-31,356.36285,69.15771087317263,582.8186594969159
2025-02-03,354.34763,69.15824775138853,583.0592927601255
2025-02-04,352.4189,69.15774388306484,583.1599893988052
2025-02-05,350.54257,69.1570780668494,583.3421819765248
2025-02-06,348.75635,69.15711669162202,583.5028014200665
2025-02-07,347.0677,69.15764058328628,583.6310848188689
2025-02-10,345.49203,69.157881067223,583.8339150721404
2025-02-11,344.01685,69.1576083059816,583.9351299078445
2025-02-12,342.6385,69.15728583655462,584.1487790603485
2025-02-13,341.3054,69.15732628879226,584.2543977391272
2025-02-14,340.0498,69.15759121651062,584.4511491953416
2025-02-17,338.86667,69.15769699135113,584.5823054631878
2025-02-18,337.75262,69.15755090522003,584.749227983041
2025-02-19,336.70456,69.15739562494188,584.9102611373983
2025-02-20,335.71912,69.15742626348452,585.050896540218
2025-02-21,334.79333,69.15755958074989,585.2319497938797
2025-02-24,333.9242,69.15760502559975,585.3603619485007
2025-02-25,333.10886,69.15752750477277,585.5454797439212
2025-02-26,332.34448,69.15745319312684,585.6773042800049
2025-02-27,331.62845,69.15747361560099,585.853024942347
2025-02-28,330.95816,69.15754038199665,585.9982269232542
2025-03-03,330.33102,69.15755929690759,586.1587891245783
2025-03-04,329.74472,69.15751849464868,586.3188317825417
