,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown
Static Strategy,0.16517189638755414,0.1527505855762863,0.137935822317759,1.1074033054618613,-0.13717396617622402
Monthly Rebalance,0.16517189638755414,0.1527505855762863,0.137935822317759,1.1074033054618613,-0.13717396617622402
Benchmark 60/40,0.1504066991805173,0.13916089364902628,0.11533045527892297,1.2066274542354851,-0.11288794524264312
